Train No.,train Name,islno,station Code,Station Name,Arrival time,Departure time,Distance,Source Station Code,source Station Name,Destination station Code,Destination Station Name
'12137',PUNJAB MAIL    ,35,KSV ,KOSI KALAN     ,'19:13:00','19:15:00',1444,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,36,FDB ,FARIDABAD      ,'20:24:00','20:26:00',1516,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,37,NZM ,H NIZAMUDDIN   ,'20:51:00','20:53:00',1537,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,38,NDLS,NEW DELHI      ,'21:15:00','21:50:00',1544,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,39,DKZ ,DELHI KISHANGNJ,'22:06:00','22:08:00',1548,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,40,SSB ,SHAKURBASTI    ,'22:20:00','22:22:00',1555,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,41,BGZ ,BAHADURGARH    ,'22:40:00','22:42:00',1575,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,42,ROK ,ROHTAK JN      ,'23:20:00','23:23:00',1615,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,43,JIND,JIND JN        ,'00:13:00','00:15:00',1672,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,44,NRW ,NARWANA JN     ,'00:38:00','00:40:00',1706,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,45,TUN ,TOHANA         ,'00:57:00','00:59:00',1732,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,46,JHL ,JAKHAL JN      ,'01:18:00','01:20:00',1744,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,47,BRZ ,BARETA         ,'01:33:00','01:35:00',1758,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,48,BLZ ,BUDHLADA       ,'01:46:00','01:48:00',1774,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,49,MSZ ,MANSA          ,'02:01:00','02:03:00',1789,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,50,MAUR,MAUR           ,'02:23:00','02:25:00',1808,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,51,BTI ,BHATINDA JN    ,'03:40:00','03:50:00',1842,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,52,GNA ,GONEANA B JAGTA,'04:01:00','04:03:00',1854,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,53,GJUT,GANGSAR JAITU  ,'04:16:00','04:18:00',1869,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,54,KKP ,KOT KAPURA     ,'04:35:00','04:37:00',1885,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,55,FDK ,FARIDKOT       ,'04:49:00','04:51:00',1897,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12137',PUNJAB MAIL    ,56,FZR ,FIROZPUR CANT  ,'05:50:00','00:00:00',1930,CSTM,MUMBAI CST     ,FZR ,FIROZPUR CANT  
'12138',PUNJAB MAIL    ,1,FZR ,FIROZPUR CANT  ,'00:00:00','21:40:00',0,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,2,FDK ,FARIDKOT       ,'22:05:00','22:07:00',33,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,3,KKP ,KOT KAPURA     ,'22:21:00','22:23:00',45,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,4,GJUT,GANGSAR JAITU  ,'22:38:00','22:40:00',61,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,5,GNA ,GONEANA B JAGTA,'22:54:00','22:56:00',76,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,6,BTI ,BHATINDA JN    ,'23:25:00','23:35:00',88,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,7,MAUR,MAUR           ,'00:02:00','00:04:00',122,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,8,MSZ ,MANSA          ,'00:19:00','00:21:00',141,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,9,BLZ ,BUDHLADA       ,'00:35:00','00:37:00',157,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,10,BRZ ,BARETA         ,'00:50:00','00:52:00',172,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,11,JHL ,JAKHAL JN      ,'01:08:00','01:10:00',186,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,12,TUN ,TOHANA         ,'01:24:00','01:26:00',198,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,13,NRW ,NARWANA JN     ,'01:45:00','01:47:00',224,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,14,JIND,JIND JN        ,'02:20:00','02:23:00',258,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,15,ROK ,ROHTAK JN      ,'03:12:00','03:14:00',315,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,16,BGZ ,BAHADURGARH    ,'03:44:00','03:46:00',355,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,17,SSB ,SHAKURBASTI    ,'04:11:00','04:13:00',375,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,18,DKZ ,DELHI KISHANGNJ,'04:25:00','04:27:00',382,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,19,NDLS,NEW DELHI      ,'04:50:00','05:15:00',386,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,20,FDB ,FARIDABAD      ,'05:44:00','05:46:00',414,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,21,KSV ,KOSI KALAN     ,'06:57:00','06:59:00',486,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,22,MTJ ,MATHURA JN     ,'07:37:00','07:40:00',527,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,23,RKM ,RAJA KI MANDI  ,'08:21:00','08:23:00',577,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,24,AGC ,AGRA CANTT     ,'08:50:00','08:55:00',580,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,25,DHO ,DHAULPUR       ,'09:30:00','09:32:00',633,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,26,MRA ,MORENA         ,'09:55:00','09:57:00',660,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,27,GWL ,GWALIOR        ,'10:28:00','10:33:00',699,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,28,DBA ,DABRA          ,'11:11:00','11:13:00',741,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,29,DAA ,DATIA          ,'11:34:00','11:36:00',771,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,30,JHS ,JHANSI JN      ,'12:25:00','12:35:00',796,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,31,BAB ,BABINA         ,'12:58:00','13:00:00',821,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,32,LAR ,LALITPUR       ,'13:45:00','13:47:00',886,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,33,BINA,BINA JN        ,'14:45:00','14:50:00',949,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,34,BAQ ,GANJ BASODA    ,'15:23:00','15:25:00',994,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,35,BHS ,VIDISHA        ,'15:52:00','15:54:00',1034,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,36,BPL ,BHOPAL  JN     ,'16:50:00','16:55:00',1087,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,37,HBJ ,HABIBGANJ      ,'17:05:00','17:07:00',1093,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,38,HBD ,HOSHANGABAD    ,'18:05:00','18:07:00',1161,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,39,ET  ,ITARSI JN      ,'18:35:00','18:40:00',1179,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,40,BPF ,BANAPURA       ,'19:04:00','19:06:00',1212,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,41,HD  ,HARDA          ,'19:37:00','19:39:00',1254,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,42,KKN ,KHIRKIYA       ,'20:04:00','20:06:00',1286,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,43,KNW ,KHANDWA        ,'21:40:00','21:45:00',1362,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,44,BAU ,BURHANPUR      ,'22:33:00','22:35:00',1431,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,45,BSL ,BHUSAVAL JN    ,'23:25:00','23:35:00',1485,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,46,JL  ,JALGAON JN     ,'23:59:00','00:01:00',1510,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,47,CSN ,CHALISGAON JN  ,'00:59:00','01:01:00',1602,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,48,MMR ,MANMAD JN      ,'01:50:00','01:55:00',1669,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,49,NK  ,NASIK ROAD     ,'02:48:00','02:50:00',1743,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,50,DVL ,DEVLALI        ,'02:58:00','03:00:00',1748,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,51,IGP ,IGATPURI       ,'04:28:00','04:30:00',1793,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,52,KYN ,KALYAN JN      ,'06:20:00','06:25:00',1876,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,53,DR  ,DADAR          ,'07:03:00','07:05:00',1921,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12138',PUNJAB MAIL    ,54,CSTM,MUMBAI CST     ,'07:35:00','00:00:00',1930,FZR ,FIROZPUR CANT  ,CSTM,MUMBAI CST     
'12139',SEWAGRAM  EXP  ,1,CSTM,MUMBAI CST     ,'00:00:00','15:00:00',0,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,1,WR  ,WARDHA JN      ,'04:10:00','07:15:00',758,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,2,BPK ,BHUGAON        ,'07:29:00','07:30:00',769,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,2,DR  ,DADAR          ,'15:08:00','15:10:00',9,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,3,SNN ,SONEGAON       ,'07:38:00','07:39:00',776,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,3,TNA ,THANE          ,'15:33:00','15:35:00',34,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,4,HGT ,HINGANGHAT     ,'08:01:00','08:02:00',793,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,4,KYN ,KALYAN JN      ,'15:55:00','15:58:00',54,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,5,KSRA,KASARA         ,'17:03:00','17:05:00',121,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,5,NGI ,NAGARI         ,'08:21:00','08:22:00',808,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,6,CKNI,CHIKNI ROAD    ,'08:33:00','08:34:00',821,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,6,IGP ,IGATPURI       ,'17:45:00','17:50:00',137,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,7,DVL ,DEVLALI        ,'18:23:00','18:25:00',182,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,7,WRR ,WARORA         ,'08:44:00','08:45:00',831,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,8,MJRI,MAJRI JN       ,'08:55:00','08:56:00',843,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,8,NK  ,NASIK ROAD     ,'18:33:00','18:35:00',188,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,9,BUX ,BHANDAK        ,'09:06:00','09:07:00',853,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,9,NR  ,NIPHAD         ,'18:58:00','19:00:00',219,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,10,LS  ,LASALGAON      ,'19:18:00','19:20:00',236,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,10,TAE ,TADALI         ,'09:15:00','09:16:00',862,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,11,CD  ,CHANDRAPUR     ,'09:36:00','09:37:00',877,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,11,MMR ,MANMAD JN      ,'19:45:00','19:50:00',261,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,12,BUPH,BABUPETH       ,'09:49:00','09:50:00',882,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,12,NGN ,NANDGAON       ,'20:08:00','20:10:00',286,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,13,CSN ,CHALISGAON JN  ,'20:38:00','20:40:00',328,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,13,GNVR,GONDWANAVISAPUR,'09:53:00','09:55:00',886,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,14,BPQ ,BALHARSHAH     ,'10:40:00','00:00:00',891,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,14,PC  ,PACHORA JN     ,'21:08:00','21:10:00',373,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,15,JL  ,JALGAON JN     ,'21:48:00','21:50:00',420,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,16,BSL ,BHUSAVAL JN    ,'22:15:00','22:25:00',445,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,17,VNA ,VARANGAON      ,'22:43:00','22:45:00',457,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,18,BDWD,BODWAD         ,'22:58:00','23:00:00',475,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,19,MKU ,MALKAPUR       ,'23:17:00','23:19:00',495,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,20,NN  ,NANDURA        ,'23:38:00','23:40:00',523,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,21,JM  ,JALAMB JN      ,'00:08:00','00:10:00',535,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,22,SEG ,SHEGAON        ,'00:18:00','00:20:00',547,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,23,AK  ,AKOLA JN       ,'01:00:00','01:05:00',584,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,24,MZR ,MURTAJAPUR     ,'01:35:00','01:37:00',622,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,25,BD  ,BADNERA JN     ,'02:35:00','02:40:00',663,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,26,CND ,CHANDUR        ,'03:05:00','03:07:00',692,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,27,DMN ,DHAMANGAON     ,'03:20:00','03:22:00',709,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,28,PLO ,PULGAON JN     ,'03:37:00','03:39:00',729,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,29,WR  ,WARDHA JN      ,'04:10:00','04:20:00',758,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,30,SEGM,SEVAGRAM       ,'04:25:00','04:27:00',761,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,31,SNI ,SINDI          ,'04:48:00','04:50:00',791,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,32,AJNI,AJNI           ,'05:35:00','05:37:00',834,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12139',SEWAGRAM  EXP  ,33,NGP ,NAGPUR         ,'06:10:00','00:00:00',837,CSTM,MUMBAI CST     ,NGP ,NAGPUR         
'12140',SEWAGRAM  EXP  ,1,NGP ,NAGPUR         ,'00:00:00','21:00:00',0,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,2,AJNI,AJNI           ,'21:06:00','21:08:00',3,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,3,SNI ,SINDI          ,'21:37:00','21:39:00',46,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,4,SEGM,SEVAGRAM       ,'22:03:00','22:05:00',77,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,5,WR  ,WARDHA JN      ,'22:10:00','22:35:00',79,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,6,PLO ,PULGAON JN     ,'22:58:00','23:00:00',109,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,7,DMN ,DHAMANGAON     ,'23:17:00','23:19:00',129,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,8,CND ,CHANDUR        ,'23:33:00','23:35:00',145,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,9,BD  ,BADNERA JN     ,'00:20:00','00:23:00',175,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,10,MZR ,MURTAJAPUR     ,'00:54:00','00:55:00',216,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,11,AK  ,AKOLA JN       ,'01:20:00','01:25:00',253,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,12,SEG ,SHEGAON        ,'01:53:00','01:55:00',291,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,13,JM  ,JALAMB JN      ,'02:03:00','02:05:00',303,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,14,NN  ,NANDURA        ,'02:13:00','02:15:00',315,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,15,MKU ,MALKAPUR       ,'02:38:00','02:40:00',343,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,16,BDWD,BODWAD         ,'02:55:00','02:57:00',363,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,17,VNA ,VARANGAON      ,'03:13:00','03:15:00',381,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,18,BSL ,BHUSAVAL JN    ,'03:40:00','03:50:00',393,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,19,JL  ,JALGAON JN     ,'04:18:00','04:20:00',417,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,20,PC  ,PACHORA JN     ,'04:53:00','04:55:00',465,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,21,CSN ,CHALISGAON JN  ,'05:27:00','05:30:00',510,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,22,NGN ,NANDGAON       ,'05:58:00','06:00:00',552,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,23,MMR ,MANMAD JN      ,'06:22:00','06:25:00',577,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,24,LS  ,LASALGAON      ,'06:43:00','06:45:00',602,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,25,NR  ,NIPHAD         ,'06:58:00','07:00:00',619,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,26,NK  ,NASIK ROAD     ,'07:27:00','07:30:00',650,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,27,DVL ,DEVLALI        ,'07:38:00','07:40:00',656,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,28,IGP ,IGATPURI       ,'08:50:00','08:55:00',701,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,29,KSRA,KASARA         ,'09:33:00','09:35:00',717,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,30,KYN ,KALYAN JN      ,'10:37:00','10:40:00',784,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,31,TNA ,THANE          ,'11:03:00','11:05:00',804,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,32,DR  ,DADAR          ,'11:30:00','11:33:00',828,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
'12140',SEWAGRAM  EXP  ,33,CSTM,MUMBAI CST     ,'12:00:00','00:00:00',837,NGP ,NAGPUR         ,CSTM,MUMBAI CST     
